State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ),Garlic,Garlic,Local,16-05-2026,14000,16000,15000
Tamil Nadu,Krishnagiri,Denkanikottai(Uzhavar Sandhai ),Garlic,Garlic,Local,16-05-2026,14000,16000,15000
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Orange,Darjeeling,Local,16-05-2026,14000,16000,15000
Himachal Pradesh,Mandi,PMY Kangni Mandi,Apple,Apple,Grade B,16-05-2026,11000,19000,15000
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ),Orange,Darjeeling,Local,16-05-2026,14000,16000,15000
Tamil Nadu,Kallakuruchi,Kallakurichi(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,16-05-2026,15000,15000,15000
Rajasthan,Ganganagar,Sriganganagar (F&V) APMC,Pomegranate,Pomogranate,Grade A,16-05-2026,14800,15200,15000
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,16-05-2026,15000,15000,15000
Tamil Nadu,Salem,Attayampatti(Uzhavar Sandhai ),Lemon,Lemon,Local,16-05-2026,14000,16000,15000
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ),Garlic,Garlic,Local,16-05-2026,10000,20000,15000
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ),Green Peas,Green Peas,Local,16-05-2026,15000,15000,15000
Andaman and Nicobar,North and Middle Andaman ,Diglipur APMC,Drumstick,Other,FAQ,16-05-2026,10000,20000,15000
Tamil Nadu,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Green Peas,Green Peas,Local,16-05-2026,14000,16000,15000
Tamil Nadu,Kallakuruchi,Sankarapuram(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,16-05-2026,15000,15000,15000
Tamil Nadu,Vellore,Perampet(Uzhavar Sandhai),Ginger(Green),Green Ginger,Local,16-05-2026,15000,15000,15000
Tamil Nadu,Krishnagiri,Denkanikottai(Uzhavar Sandhai ),Lemon,Lemon,Local,16-05-2026,14000,16000,15000
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ),Orange,Darjeeling,Local,16-05-2026,14000,16000,15000
Andaman and Nicobar,North and Middle Andaman ,Diglipur APMC,Pointed gourd(Parval),Other,FAQ,16-05-2026,10000,18000,15000
Kerala,Kannur,Payyannur APMC,Copra,Other,Local,16-05-2026,14700,14900,14800
Tamil Nadu,Erode,Sathiyamagalam(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,16-05-2026,14500,15000,14750
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Lemon,Lemon,Local,16-05-2026,14000,15000,14500
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ),Lime,Lime,Local,16-05-2026,14000,15000,14500
Tamil Nadu,Namakkal,Mohanur(Uzhavar Sandhai ),Lemon,Lemon,Local,16-05-2026,14000,15000,14500
Tamil Nadu,Salem,Attayampatti(Uzhavar Sandhai ),Beans,Beans (Whole),Local,16-05-2026,14000,15000,14500
Tamil Nadu,Salem,Hasthampatti(Uzhavar Sandhai ),Tamarind Fruit,Tamarind Fruit,Local,16-05-2026,14000,15000,14500
Tamil Nadu,Salem,Edapadi (Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,16-05-2026,14000,15000,14500
Tamil Nadu,Thirupur,Tiruppur (South) (Uzhavar Sandhai ),Beans,Beans (Whole),Local,16-05-2026,14000,15000,14500
Himachal Pradesh,Kangra,SMY Jaisinghpur,Mashrooms,Mashrooms,FAQ,16-05-2026,13000,16000,14500
Tamil Nadu,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Beans,Beans (Whole),Local,16-05-2026,14000,15000,14500
Rajasthan,Ganganagar,Sriganganagar (F&V) APMC,Litchi,Litchi,Grade A,16-05-2026,14300,14700,14500
Tamil Nadu,Karur,Kulithalai(Uzhavar Sandhai ),Beans,Beans (Whole),Local,16-05-2026,14000,15000,14500
Tamil Nadu,Coimbatore,Udumalpet APMC,Ginger(Green),Green Ginger,Local,16-05-2026,14000,15000,14500
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,16-05-2026,14000,15000,14500
Tamil Nadu,Salem,Mettur(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,16-05-2026,14000,15000,14500
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ),Lime,Lime,Local,16-05-2026,14500,14500,14500
Tamil Nadu,Thiruchirappalli,Thuraiyur APMC,Lemon,Lemon,Local,16-05-2026,14000,15000,14500
Tamil Nadu,Cuddalore,Vadalur(Uzhavar Sandhai ),Lemon,Lemon,Local,16-05-2026,14000,15000,14500
Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,16-05-2026,14000,15000,14500
Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ),Chili Red,Bold,Local,16-05-2026,14000,15000,14500
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ),Beans,Beans (Whole),Local,16-05-2026,14000,15000,14500
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Garlic,Garlic,Local,16-05-2026,13000,16000,14500
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,16-05-2026,14000,15000,14500
Tamil Nadu,Dharmapuri,Karimangalam(Uzhavar Sandhai),Garlic,Garlic,Local,16-05-2026,14000,15000,14500
Tamil Nadu,Karur,Gandhigramam(Uzhavar Sandhai),Ginger(Green),Green Ginger,Local,16-05-2026,14000,15000,14500
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ),Garlic,Garlic,Local,16-05-2026,14500,14500,14500
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,16-05-2026,14000,15000,14500
Tamil Nadu,Thiruchirappalli,Thuraiyur APMC,Ginger(Green),Green Ginger,Local,16-05-2026,14000,15000,14500
Tamil Nadu,Dharmapuri,Dharmapuri(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,16-05-2026,14000,14800,14400
Tamil Nadu,Namakkal,Paramathivelur(Uzhavar Sandhai ),Lemon,Lemon,Local,16-05-2026,13700,15000,14350
Tamil Nadu,Namakkal,Paramathivelur(Uzhavar Sandhai ),Beans,Beans (Whole),Local,16-05-2026,13700,15000,14350
Tamil Nadu,Namakkal,Paramathivelur(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,16-05-2026,13700,15000,14350
Tamil Nadu,Salem,Thammampatti (Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,16-05-2026,14000,14500,14250
Tamil Nadu,Namakkal,Tiruchengode APMC,Ginger(Green),Green Ginger,Local,16-05-2026,13500,15000,14250
Tamil Nadu,Coimbatore,RSPuram(Uzhavar Sandhai ),Grapes,Annabesahai,Local,16-05-2026,8500,20000,14250
Tamil Nadu,Namakkal,Tiruchengode APMC,Lemon,Lemon,Local,16-05-2026,13500,15000,14250
Tamil Nadu,Namakkal,Tiruchengode APMC,Garlic,Garlic,Local,16-05-2026,13500,15000,14250
Uttar Pradesh,Gorakhpur,Gorakhpur APMC,Sweet Saag,Other,FAQ,16-05-2026,14100,14100,14100
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ),Rose(Local),Rose (Local),Local,16-05-2026,14000,14000,14000
Tamil Nadu,Salem,Attayampatti(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,16-05-2026,14000,14000,14000
Tamil Nadu,Thiruchirappalli,Lalgudi(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,16-05-2026,14000,14000,14000
Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri APMC,Beans,Beans (Whole),Local,16-05-2026,13500,14500,14000
Tamil Nadu,Cuddalore,Vadalur(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,16-05-2026,14000,14000,14000
Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ),Lemon,Lemon,Local,16-05-2026,13000,15000,14000
Tamil Nadu,Theni,Chinnamanur(Uzhavar Sandhai ),Garlic,Garlic,Local,16-05-2026,8000,20000,14000
Tamil Nadu,Vellore,Gudiyatham(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,16-05-2026,14000,14000,14000
Tamil Nadu,Thanjavur,Papanasam(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,16-05-2026,14000,14000,14000
Himachal Pradesh,Kangra,SMY Baijnath,Apple,Apple,Grade B,16-05-2026,13000,15000,14000
Tamil Nadu,Kallakuruchi,Kallakurichi(Uzhavar Sandhai ),Lemon,Lemon,Local,16-05-2026,14000,14000,14000
Tamil Nadu,Karur,Velayuthampalayam(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,16-05-2026,13000,15000,14000
Rajasthan,Ganganagar,Sriganganagar (F&V) APMC,Apple,Apple,Grade A,16-05-2026,13800,14200,14000
Tamil Nadu,Cuddalore,Vadalur(Uzhavar Sandhai ),Beans,Beans (Whole),Local,16-05-2026,14000,14000,14000
Tamil Nadu,Krishnagiri,Denkanikottai(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,16-05-2026,13000,15000,14000
Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ),Tamarind Fruit,Tamarind Fruit,Local,16-05-2026,13000,15000,14000
Tamil Nadu,Thirupur,Palladam(Uzhavar Sandhai ),Beans,Beans (Whole),Local,16-05-2026,13000,15000,14000
Haryana,Rewari,Rewari APMC,Apple,Apple,Medium,16-05-2026,8000,20000,14000
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Beans,Beans (Whole),Local,16-05-2026,13000,15000,14000
Tamil Nadu,Krishnagiri,Kaveripattinam(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,16-05-2026,14000,14000,14000
Himachal Pradesh,Kangra,SMY Dharamshala,Apple,Apple,Medium,16-05-2026,13000,16500,14000
Kerala,Ernakulam,Perumbavoor APMC,Lemon,Lemon,Medium,16-05-2026,13000,15000,14000
Tamil Nadu,Cuddalore,Viruthachalam(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,16-05-2026,14000,14000,14000
Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,16-05-2026,12000,16000,14000
Tamil Nadu,Kallakuruchi,Kallakurichi(Uzhavar Sandhai ),Beans,Beans (Whole),Local,16-05-2026,14000,14000,14000
Tamil Nadu,Dharmapuri,Karimangalam(Uzhavar Sandhai),Ginger(Green),Green Ginger,Local,16-05-2026,13500,14000,13750
Tamil Nadu,Salem,Mecheri(Uzhavar Sandhai),Beans,Beans (Whole),Local,16-05-2026,13500,14000,13750
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,16-05-2026,13500,14000,13750
Tamil Nadu,Nagapattinam,Sirkali(Uzhavar Sandhai ),Beans,Beans (Whole),Local,16-05-2026,13500,14000,13750
Tamil Nadu,Ariyalur,Jeyankondam (Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,16-05-2026,13500,14000,13750
Tamil Nadu,Dharmapuri,Dharmapuri(Uzhavar Sandhai ),Mashrooms,Mashrooms,Local,16-05-2026,13200,14000,13600
Rajasthan,Ganganagar,Sriganganagar (F&V) APMC,Ginger(Green),Green Ginger,Grade A,16-05-2026,13300,13700,13500
Tamil Nadu,Karur,Kulithalai(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,16-05-2026,13000,14000,13500
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ),Beans,Beans (Whole),Local,16-05-2026,13000,14000,13500
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ),Lime,Lime,Local,16-05-2026,12000,15000,13500
Tamil Nadu,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,16-05-2026,13000,14000,13500
Manipur,Imphal East,Lamlong Bazaar APMC,Black Gram Dal(Urd Dal),Black Gram Dal,FAQ,16-05-2026,13000,14000,13500
Tamil Nadu,Salem,Thammampatti (Uzhavar Sandhai ),Lemon,Lemon,Local,16-05-2026,13000,14000,13500
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,16-05-2026,13500,13500,13500
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Lime,Lime,Local,16-05-2026,13000,14000,13500
Tamil Nadu,Salem,Mettur(Uzhavar Sandhai ),Rose(Local),Rose (Local),Local,16-05-2026,12000,15000,13500
Tamil Nadu,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Green Avare(W),Green Avare (W),Local,16-05-2026,12000,15000,13500
Tamil Nadu,Nagercoil (Kannyiakumari),Myladi(Uzhavar Sandhai ),Mango,Safeda,Local,16-05-2026,13000,14000,13500
Tamil Nadu,Nagercoil (Kannyiakumari),Myladi(Uzhavar Sandhai ),Garlic,Garlic,Local,16-05-2026,13000,14000,13500
Tamil Nadu,Nagercoil (Kannyiakumari),Myladi(Uzhavar Sandhai ),Tamarind Fruit,Tamarind Fruit,Local,16-05-2026,13000,14000,13500
Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri APMC,Tamarind Fruit,Tamarind Fruit,Local,16-05-2026,13000,14000,13500
Manipur,Imphal East,Lamlong Bazaar APMC,Red gram split/Arhar dal/Tur dal,Arhar Dal(Tur),FAQ,16-05-2026,13000,14000,13500
Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ),Beans,Beans (Whole),Local,16-05-2026,13000,14000,13500
Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ),Beans,Beans (Whole),Local,16-05-2026,13000,14000,13500
Tamil Nadu,Namakkal,Kumarapalayam(Uzhavar Sandhai ),Beans,Beans (Whole),Local,16-05-2026,13000,14000,13500
Tamil Nadu,Namakkal,Kumarapalayam(Uzhavar Sandhai ),Lemon,Lemon,Local,16-05-2026,13000,14000,13500
Tamil Nadu,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,16-05-2026,12000,15000,13500
Tamil Nadu,Coimbatore,Singanallur(Uzhavar Sandhai ),Orange,Darjeeling,Local,16-05-2026,13000,14000,13500
Tamil Nadu,Krishnagiri,Denkanikottai(Uzhavar Sandhai ),Beans,Beans (Whole),Local,16-05-2026,12000,15000,13500
Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,16-05-2026,13000,14000,13500
Tamil Nadu,Salem,Hasthampatti(Uzhavar Sandhai ),Beans,Beans (Whole),Local,16-05-2026,12500,14500,13500
Tamil Nadu,Salem,Edapadi (Uzhavar Sandhai ),Beans,Beans (Whole),Local,16-05-2026,13000,14000,13500
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ),Orange,Darjeeling,Local,16-05-2026,13000,14000,13500
Himachal Pradesh,Kangra,SMY Palampur,Mashrooms,Mashrooms,FAQ,16-05-2026,12500,15000,13500
Tamil Nadu,Salem,Mettur(Uzhavar Sandhai ),Beans,Beans (Whole),Local,16-05-2026,13000,14000,13500
Tamil Nadu,Thirupur,Dharapuram(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,16-05-2026,13000,14000,13500
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ),Beans,Beans (Whole),Local,16-05-2026,12000,15000,13500
Tamil Nadu,Dharmapuri,Harur(Uzhavar Sandhai ),Beans,Beans (Whole),Local,16-05-2026,13000,14000,13500
Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ),Lemon,Lemon,Local,16-05-2026,12500,14000,13250
Tamil Nadu,Namakkal,Tiruchengode APMC,Beans,Beans (Whole),Local,16-05-2026,12500,14000,13250
Tamil Nadu,Salem,Mecheri(Uzhavar Sandhai),Ginger(Green),Green Ginger,Local,16-05-2026,13000,13500,13250
Tamil Nadu,Salem,Hasthampatti(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,16-05-2026,13000,13500,13250
Tamil Nadu,Salem,Elampillai(Uzhavar Sandhai ),Beans,Beans (Whole),Local,16-05-2026,13000,13500,13250
Tamil Nadu,Dharmapuri,Dharmapuri(Uzhavar Sandhai ),Beans,Beans (Whole),Local,16-05-2026,12700,13600,13150
Tamil Nadu,Dharmapuri,Karimangalam(Uzhavar Sandhai),Beans,Beans (Whole),Local,16-05-2026,12600,13600,13100
Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ),Beans,Beans (Whole),Local,16-05-2026,12800,13400,13100
Tamil Nadu,Madurai,Anaiyur(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,16-05-2026,12000,14000,13000
Tamil Nadu,Namakkal,Kumarapalayam(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,16-05-2026,12000,14000,13000
Tamil Nadu,Salem,Edapadi (Uzhavar Sandhai ),Lemon,Lemon,Local,16-05-2026,12000,14000,13000
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,16-05-2026,12000,14000,13000
Tamil Nadu,Theni,Periyakulam(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,16-05-2026,13000,13000,13000
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,16-05-2026,12000,14000,13000
Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ),Lime,Lime,Local,16-05-2026,12000,14000,13000
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,16-05-2026,13000,13000,13000
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,16-05-2026,13000,13000,13000
Tamil Nadu,Ariyalur,Ariyalur(Uzhavar Sandhai),Lemon,Lemon,Local,16-05-2026,12000,14000,13000
Tamil Nadu,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,16-05-2026,12000,14000,13000
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,16-05-2026,12500,13500,13000
Tamil Nadu,Theni,Chinnamanur(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,16-05-2026,13000,13000,13000
Tamil Nadu,Virudhunagar,Sivakasi(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,16-05-2026,12000,14000,13000
Tamil Nadu,Coimbatore,Singanallur(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,16-05-2026,12000,14000,13000
Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ),Grapes,Annabesahai,Local,16-05-2026,10000,16000,13000
Tamil Nadu,Madurai,Anaiyur(Uzhavar Sandhai ),Lime,Lime,Local,16-05-2026,12000,14000,13000
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Lemon,Lemon,Local,16-05-2026,12000,14000,13000
Tamil Nadu,Sivaganga,Singampunari(Uzhavar Sandhai ),Beans,Beans (Whole),Local,16-05-2026,12400,13200,12800
Tamil Nadu,Ramanathapuram,Ramanathapuram(Uzhavar Sandhai ),Lime,Lime,Local,16-05-2026,12500,13000,12750
Tamil Nadu,Sivaganga,Sivagangai (Uzhavar Sandhai ),Beans,Beans (Whole),Local,16-05-2026,12200,13200,12700
Tamil Nadu,Sivaganga,Devakottai (Uzhavar Sandhai ),Beans,Beans (Whole),Local,16-05-2026,12000,13200,12600
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ),Amla(Nelli Kai),Amla,Local,16-05-2026,12000,13000,12500
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Green Avare(W),Green Avare (W),Local,16-05-2026,12000,13000,12500
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ),Green Avare(W),Green Avare (W),Local,16-05-2026,12000,13000,12500
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ),Orange,Darjeeling,Local,16-05-2026,10000,15000,12500
Tamil Nadu,Ariyalur,Ariyalur(Uzhavar Sandhai),Ginger(Green),Green Ginger,Local,16-05-2026,12000,13000,12500
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ),Beans,Beans (Whole),Local,16-05-2026,12000,13000,12500
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Beans,Beans (Whole),Local,16-05-2026,12000,13000,12500
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ),Beans,Beans (Whole),Local,16-05-2026,12000,13000,12500
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ),Mango,Safeda,Local,16-05-2026,10000,15000,12500
Tamil Nadu,Thirupur,Tiruppur (South) (Uzhavar Sandhai ),Garlic,Garlic,Local,16-05-2026,12000,13000,12500
Tamil Nadu,Erode,Gobichettipalayam(Uzhavar Sandhai ),Beans,Beans (Whole),Local,16-05-2026,12000,13000,12500
Tamil Nadu,Vellore,Gudiyatham(Uzhavar Sandhai ),Lemon,Lemon,Local,16-05-2026,12500,12500,12500
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Beans,Beans (Whole),Local,16-05-2026,12000,13000,12500
Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,16-05-2026,12000,13000,12500
Tamil Nadu,Theni,Chinnamanur(Uzhavar Sandhai ),Beans,Beans (Whole),Local,16-05-2026,12500,12500,12500
Tamil Nadu,Dharmapuri,Dharmapuri(Uzhavar Sandhai ),Marigold(Calcutta),Marigold(Calcutta),Local,16-05-2026,12000,13000,12500
Tamil Nadu,Erode,Thalavadi(Uzhavar Sandhai ),Beans,Beans (Whole),Local,16-05-2026,12000,13000,12500
Tamil Nadu,Madurai,Anaiyur(Uzhavar Sandhai ),Orange,Darjeeling,Local,16-05-2026,10000,15000,12500
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ),Beans,Beans (Whole),Local,16-05-2026,12000,13000,12500
Manipur,Imphal East,Lamlong Bazaar APMC,Green Gram Dal(Moong Dal),Green Gram Dal,FAQ,16-05-2026,12000,13000,12500
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Lime,Lime,Local,16-05-2026,12000,12500,12250
Tamil Nadu,Ramanathapuram,Ramanathapuram(Uzhavar Sandhai ),Beans,Beans (Whole),Local,16-05-2026,12000,12500,12250
Tamil Nadu,Tuticorin,Kovilpatti(Uzhavar Sandhai ),Green Avare(W),Other,Local,16-05-2026,12000,12500,12250
West Bengal,Darjeeling,Siliguri APMC,Masur Dal,Masur Dal,FAQ,16-05-2026,12100,12300,12200
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ),Lemon,Lemon,Local,16-05-2026,12000,12000,12000
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ),Lime,Lime,Local,16-05-2026,10000,14000,12000
Tamil Nadu,Theni,Periyakulam(Uzhavar Sandhai ),Beans,Beans (Whole),Local,16-05-2026,12000,12000,12000
Tamil Nadu,Krishnagiri,Kaveripattinam(Uzhavar Sandhai ),Beans,Beans (Whole),Local,16-05-2026,12000,12000,12000
Tamil Nadu,Thirupur,Palladam(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,16-05-2026,11000,13000,12000
Tamil Nadu,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Lime,Lime,Local,16-05-2026,11000,13000,12000
Tamil Nadu,Thiruvannamalai,Arani(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,16-05-2026,11000,13000,12000
Tamil Nadu,Villupuram,Villupuram(Uzhavar Sandhai ),Lemon,Lemon,Local,16-05-2026,12000,12000,12000
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,16-05-2026,10000,14000,12000
Tamil Nadu,Cuddalore,Viruthachalam(Uzhavar Sandhai ),Beans,Beans (Whole),Local,16-05-2026,12000,12000,12000
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ),Green Peas,Green Peas,Local,16-05-2026,10000,14000,12000
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ),Beans,Beans (Whole),Local,16-05-2026,12000,12000,12000
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ),Tamarind Fruit,Tamarind Fruit,Local,16-05-2026,11000,13000,12000
Himachal Pradesh,Kangra,SMY Baijnath,Grapes,Green,Grade B,16-05-2026,11000,12000,12000
Himachal Pradesh,Kangra,SMY Jaisinghpur,Ginger(Green),Green Ginger,FAQ,16-05-2026,11500,12500,12000
Kerala,Kollam,Chathanoor APMC,Ginger(Green),Other,FAQ,16-05-2026,11800,12200,12000
Tamil Nadu,Sivaganga,Karaikudi(Uzhavar Sandhai ),Green Avare(W),Green Avare (W),Local,16-05-2026,11000,12500,11750
Himachal Pradesh,Una,SMY Santoshgarh,Ginger(Green),Green Ginger,FAQ,16-05-2026,11500,12500,11750
Tamil Nadu,Pudukkottai,Aranthangi(Uzhavar Sandhai ),Tamarind Fruit,Tamarind Fruit,Local,16-05-2026,11000,12000,11500
Tamil Nadu,Thiruchirappalli,Thuraiyur APMC,Beans,Beans (Whole),Local,16-05-2026,11000,12000,11500
Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ),Beans,Beans (Whole),Local,16-05-2026,11000,12000,11500
Tamil Nadu,Salem,Edapadi (Uzhavar Sandhai ),Mango,Other,Local,16-05-2026,11000,12000,11500
Tamil Nadu,Dharmapuri,Harur(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,16-05-2026,11000,12000,11500
Tamil Nadu,Dharmapuri,Dharmapuri(Uzhavar Sandhai ),Tamarind Fruit,Tamarind Fruit,Local,16-05-2026,11000,12000,11500
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,16-05-2026,10000,13000,11500
Tamil Nadu,Thirunelveli,NGO Colony(Uzhavar Sandhai ),Green Avare(W),Green Avare (W),Local,16-05-2026,10000,13000,11500
Tamil Nadu,Nagercoil (Kannyiakumari),Myladi(Uzhavar Sandhai ),Beans,Beans (Whole),Local,16-05-2026,11000,12000,11500
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,16-05-2026,11000,12000,11500
Tamil Nadu,Coimbatore,RSPuram(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,16-05-2026,11000,12000,11500
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Beans,Beans (Whole),Local,16-05-2026,11000,12000,11500
Tamil Nadu,Erode,Thalavadi(Uzhavar Sandhai ),Lemon,Lemon,Local,16-05-2026,11000,12000,11500
Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ),Beans,Beans (Whole),Local,16-05-2026,10000,13000,11500
Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ),Green Avare(W),Green Avare (W),Local,16-05-2026,10000,13000,11500
Tamil Nadu,Nagapattinam,Sirkali(Uzhavar Sandhai ),Tamarind Fruit,Tamarind Fruit,Local,16-05-2026,11000,12000,11500
Tamil Nadu,Salem,Mettur(Uzhavar Sandhai ),Lemon,Lemon,Local,16-05-2026,11000,12000,11500
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Beans,Beans (Whole),Local,16-05-2026,11000,12000,11500
